date,source,headline,entities
2017-06-17,daily_nation,KWEYU: The hand of graft in collapsed buildings,kweyu
2017-06-17,standard,KNUN officials at logger heads claiming that some officials have been bribed to accept CBA,knun
2017-06-19,daily_nation,Uhuru talks tough on graft perpetrators,uhuru
2017-06-19,standard,Garissa governor threatens to sue anti-corruption agency,"garissa, eacc, nathif jama"
2017-06-20,daily_nation,Jubilee plans to bribe voters with relief food - Raila Odinga,"raila, jubilee"
2017-06-25,daily_nation,Graft lords funding Nasa Uhuru says,"nasa, uhuru"
2017-06-28,daily_nation,Raila-Kalonzo bid bankrolled by graft lords Ruto claims,"raila, kalonzo, ruto"
2017-06-28,daily_nation,Nasa accuses government of failing to tackle corruption,nasa
2017-06-30,daily_nation,Nasa Jubilee throw graft accusations at each other,"nasa, jubilee"
2017-06-30,daily_nation,GAITHO: Fireworks as graft takes centre stage in poll campaigns,gaitho
2017-06-30,daily_nation,Correct position on <U+91>anti-graft team and TSC letters<U+92>,"eacc, tsc"
2017-06-30,standard,Kidero <U+91>allowed graft to flourish<U+92>,kidero
2017-06-30,standard,Swazuri escapes parliament's scrutiny over Sh1 million bribe allegations,"swazuri, parliament"
2017-07-01,daily_nation,Jubilee says Nasa a captive of graft,"nasa, jubilee"
2017-07-02,standard,John Allan Namu speaks on corruption and 'Inspector Fisi',john allan namu
2017-07-08,daily_nation,MAKOKHA: Corruption suspects are best bet for governor jobs,makokha
2017-07-12,daily_nation,EACC arrests Marsabit 'agent' for bribing IEBC official,"marsabit, iebc, eacc"
2017-07-13,standard,EACC detectives arrest senior education officer for bribing IEBC staff,"eacc, iebc"
2017-07-14,standard,Suspended Kemu VC accuses council of corruption,kemu
2017-07-15,daily_nation,MUNGAI: Why parties are not eager to fight corruption,mungai
2017-07-15,daily_nation,ONDENG: The demons of ethnic animosity and graft,ondeng
2017-07-18,standard,PS warns chiefs against seeking bribes -,"labour and social services ministry, susan mochach, chiefs"
2017-07-22,daily_nation,PS says graft cartels now locked out of big ticket tenders,"planning ministry, irungu nyakera"
2017-07-22,standard,Chief magistrate caught up in Benz shoes bribery claims,joyce manyasi
2017-07-25,standard,How ICT Authority managers colluded with banks to steal Sh16m in six months,ict authority
2017-07-29,standard,Kuti pledges unity end corruption -,kuti
2017-08-02,daily_nation,Nairobi  officials under graft probe,nairobi
2017-08-03,daily_nation,Britain probes BAT for bribing officials,"uk, bat"
2017-08-06,standard,MPs bid to overturn SRC pay scale is an act of corruption -,"src, parliament"
2017-08-06,standard,houghtonMPs bid to overturn SRC pay scale is an act of corruption,"houghton, irungu, parliament, src"
2017-08-22,standard,Sonko outlaws cash payments in Nairobi to curb corruption -,"sonko, nairobi"
2017-08-22,daily_nation,MPs to take anti-bribery pledge,parliament
2017-09-04,daily_nation,Marwa disbands policing groups over corruption,marwa
2017-09-04,daily_nation,OBONYO: Our next President must act on jobs graft,obonyo
2017-09-12,daily_nation,Nakuru governor pledges to work with MCAs to fight graft,"nakuru, lee kinyanjui, mca"
2017-09-18,daily_nation,Dock Workers Union AGM aborts as port workers clash over graft claims,kpa
2017-09-19,business_daily,Opposition accuses French firm of bribing IEBC staff,"france, iebc, nasa, kiems"
2017-09-26,standard,Bungoma executives sworn in Wangamati pledges to end graft,"wangamati, bungoma"
2017-10-07,star,Sex for registration bribes for resettlement frustrate Oromo refugees and asylum seekers,oromo
2017-10-08,daily_nation,Vacuum in EACC not good in graft fight,eacc
2017-10-11,standard,KNHRC accuses President Uhuru CS Matiang<U+92>i of bribery,"knhrc, uhuru, matiangi"
2017-10-19,daily_nation,Nairobi union officials arrested on bribery claims,"nairobi, kcgwu"
2017-10-25,daily_nation,KIMEU: Bribery levels still high globally despite efforts to combat menace,kimeu
2017-10-27,standard,Kenyan tweeps turn the heat to Blogger Lord Mutai over alleged Sh7 M bribe,mutai
2017-11-03,star,I will not be bribed judge tells Rasanga and Gumbo,"rasanga, gumbo"
2017-11-17,daily_nation,Governor calls for EACC probe after report cites graft,eacc
2017-11-22,daily_nation,Judge reveals bribery plot in anti-Khaemba case,khaemba
2017-11-23,daily_nation,Video <U+91>links<U+92> Homa Bay governor to voter bribery,homa bay
2017-11-26,daily_nation,GICHINGA:  should guard against <U+91>graft-industrial complex<U+92> to,gichinga
2017-12-03,standard,EACC wants more powers to prosecute corruption suspects,eacc
2017-12-05,daily_nation,David Ndii the economist who designed graft index,ndii
2017-12-05,daily_nation,Matiang'i: Direct supply of textbooks to schools will end graft,matiangi
2017-12-06,daily_nation,EACC arrests Nyeri court officials over bribe,"nyeri, eacc"
2017-12-06,standard,Two judicial officers arrested for soliciting Sh 25 bribe,judiciary
2017-12-08,standard,EACC says witness interference affecting fight against graft,eacc
2017-12-09,daily_nation,Kenya and US partner to fight graft,usa
2017-12-09,daily_nation,Wabukala: Graft cases not thrown out,wabukala
2017-12-13,daily_nation,SHAW: Auditor-General pivotal pillar in the fight against corruption,"shaw, auditor general"
2017-12-13,daily_nation,KRA officer arrested over Sh8 bribe,kra
2017-12-14,standard,DPP drops graft case against officials,dpp
2017-12-17,standard,Bribery claims as MPs close ranks in fierce EALA battle,"eala, parliament"
2017-12-21,daily_nation,Sack official over bribe insult: MCAs,mca
2017-12-22,daily_nation,DPP withdraws graft case against Nyeri officials,"dpp, nyeri"
2017-12-22,standard,Bribery violence and intimidation claims feature in Babu election petition,babu
2017-12-28,star,I am targetted for fighting graft says MCA locked out of House,"mca, house"
2018-01-05,daily_nation,Governor unveils plan to lift county from graft plunder,"nakuru, lee kinyanjui"
2018-01-05,daily_nation,ONGIRI: Fight graft lest it derails good county plans,ongiri
2018-01-07,standard,State loses Sh17.9 million City Hall corruption case,nairobi
2018-01-18,business_daily,JSC opposes suit by 42 magistrates fired in graft purge,"jsc, magistrate"
2018-01-20,standard,MCAs threaten to kick Speaker out over graft,"kisii, mca, david kombo, speaker"
2018-01-22,star,Former CS Kamau loses bid to terminate corruption case,kamau
2018-01-25,standard,Train passengers accuse police of bribery extortion,police
2018-01-27,daily_nation,Bid to strengthen House teams in corruption audits,parliament
2018-02-03,daily_nation,NGWIRI: Winning war on corruption remains a tall order in Africa,"ngwiri, africa"
2018-02-06,daily_nation,Franceschi FRANCESCHI: The link between sexual harassment and corruption,franceschi
2018-02-10,business_daily,Art Play lays bare <U+92>s marriage corruption,art play
2018-02-10,standard,"\""Dancing With Impunity\"" :Police Officer dance with joy and excitement after receiving bribe",police
2018-02-14,standard,Uhuru's nominees in a spot over graft claims,uhuru
2018-02-25,daily_nation,MWAGIRU: Twists in Africa<U+92>s war on corruption and impunity,mwagiru
2018-03-03,star,Sang shows receipts to dispel graft claims in tipper purchases,sang
2018-03-03,star,*What is going on in Homa Bay? Two MPs <U+97> Millie Odhiambo and Peter Kaluma <U+97> have complained that rumours of corruption in the...,"homa bay, millie odhiambo, peter kaluma"
2018-03-10,business_daily,Ex-Devolution PS acquitted in NYS graft case,"devolution ministry, ps, peter mangiti, nys"
2018-03-12,star,Kiharu MP Ndindi Nyoro wants corruption declared a capital offence,"kiharu, ndindi nyoro, mp"
2018-03-25,daily_nation,KANYINGA: Amusing game of corruption in Africa as the rule of law fails,"kanyinga, africa"
2018-03-27,star,Nyong<U+92>o doing well but should intensify graft war - residents,"nyongo, siaya"
2018-03-28,daily_nation,KISERO: Brace for war as Kinyua wades into <U+91>Black Hole<U+92> of corruption,"kinyua, kisero"
2018-03-30,business_daily,KABAARA: Use data to step up fight against the graft menace,kabaara
2018-04-09,daily_nation,WAQO: Convictions heavy fines boost graft war,waqo
2018-04-12,standard,World Bank penalises Kenya railways for corruption,"world bank, kenya railways"
2018-04-13,standard,Karua names former MP in voter bribery,"karua, mwea, alfred nderitu"
2018-04-17,standard,Raila: Corruption killing devolution,raila
2018-04-22,daily_nation,Graft impunity still rife in Kenya: US report,usa
2018-04-23,standard,Alfred Omenya:The policemen are mainly on the road to extract bribes,"alfred omenya, police"
2018-04-25,daily_nation,KISERO: To stop corruption address the accounting hitches in counties,kisero
2018-04-26,standard,The Big Story: Kenya Forest Service accused of ineptness and graft,kenya forest service
2018-04-30,standard,France steps up fight to stop firms bribing Africa for deals,"france, africa"
2018-05-01,standard,Uhuru renews fight against graft,uhuru
2018-05-06,daily_nation,KAGWANJA: Kenya needs Chinese-style social credit system to stem graft,"kenya, china"
2018-05-10,standard,Raila party demands action on graft claims,raila
2018-05-11,star,Is there a political fallout in Jubilee over anti-graft war?,jubilee
2018-05-15,daily_nation,Revealed: Tips on reducing graft at NYS were ignored,nys
2018-05-16,daily_nation,CJ court of appeal president say more incarcerations over graft,"cj, court of appeal"
2018-05-17,standard,Kenya to lose Sh7 billion in corruption deals by July: Clerics,clerics
2018-05-18,daily_nation,MATHIU: Want to end corruption? Build prisons fill them with thieves,mathiu
2018-05-18,standard,Disband NYS over mega corruption says Mutula Kilonzo Junior,"nys, mutula kilonzo"
2018-05-18,star,Ruto<U+92>s allies fight back at graft war,ruto
2018-05-20,daily_nation,Haji: I will reinvigorate the effort against corruption,haji
2018-05-21,standard,KTN Bulletin: National Youth Service graft probe as PS Omollo skips session with committee,"national youth service, lilian omollo"
2018-05-21,standard,Graft: All eyes shift to Uhuru,uhuru
2018-05-22,daily_nation,The truth about money lost in NYS scandal and the fight against corruption,nys
2018-05-22,daily_nation,GAITHO: NYS heist reminds us revolution the solution to grand corruption,nys
2018-05-23,daily_nation,Anti-graft court summons Kamau,"eacc, court, kamau"
2018-05-25,star,Corruption major cause of unemployment Kalonzo says backs Uhuru war,"kalonzo, uhuru"
2018-05-25,star,Huduma Centre clerk fined Sh5 for taking Sh25 bribe for birth certificate,huduma centre
2018-05-26,standard,Ruto issues stern warning over ongoing corruption,ruto
2018-05-26,standard,Mudavadi: Lords of corruption protected by government,mudavadi
2018-05-27,daily_nation,: Uhuru must act to end runaway corruption,uhuru
2018-05-27,daily_nation,DP Ruto vows action on graft lords,ruto
2018-05-27,daily_nation,Carry your own cross DP Ruto tells graft suspects,ruto
2018-05-27,daily_nation,MWATHANE: Land compensation must not become the new graft cash cow,mwathane
2018-05-27,standard,Mr President crack the whip on graft cartels to change narrative,uhuru
2018-05-27,standard,Barrack MulukaWe have sung anti-graft song for too long we are tired of it,barack muluka
2018-05-27,standard,Punish graft lords Raila tells Uhuru,"raila, uhuru"
2018-05-27,standard,Kenyans take to the Social Media to blame Jubilee on runaway corruption,jubilee
2018-05-28,daily_nation,Furious Uhuru orders new graft probe,uhuru
2018-05-28,daily_nation,DP Ruto preaches anti-graft gospel as cases soar,ruto
2018-05-28,daily_nation,ATWOLI: In graft fight let<U+92>s borrow from war on smoking,atwoli
2018-05-28,standard,Ruto speaks tough on corruption,ruto
2018-05-28,standard,Uhuru vows to deal <U+91>decisively<U+92> with corruption chiefs,uhuru
2018-05-29,daily_nation,NYS top bosses face charges over graft,nys
2018-05-29,daily_nation,Graft scandals plan to 'finish' DP Ruto: Ndii,"ruto, ndii"
2018-05-29,daily_nation,Eseli Simiyu singles out tribalism is a big enabler of corruption and,eseli simiyu
2018-05-29,standard,Uhuru and Ruto should resign over corruption says Mudavadi,"uhuru, mudavadi, ruto"
2018-05-29,standard,Dr Hassan Kinyua urges Kenyans to sincerely fight graft,hassan kinyua
2018-05-30,daily_nation,GAITHO: It<U+92>s a baptism by fire for two top officers in corruption war,gaitho
2018-05-30,standard,Things you do not know about Lillian Omollo the PS in the middle of the NYS corruption scandal,"lillian omollo, nys"
2018-05-30,daily_nation,Jubilee official Kang'ara denies voter bribery claims,kangara
2018-05-31,daily_nation,Uhuru vows to recover stolen millions,uhuru
2018-05-31,daily_nation,State of Corruption: MPs sceptical about NYS arrests due to past acquittals,"nys, parliament"
2018-05-31,daily_nation,SHAW: Corruption has reached tipping point now something must give,shaw
2018-06-01,daily_nation,EACC sleuths arrest Taveta prosecutor over graft,"eacc, taita, judiciary"
2018-06-01,standard,NASA chiefs claim <U+91>graft lords<U+92> spared,nasa
2018-06-01,standard,Alexander ChagemaWhat must be done to scale down corruption within government,alexander chagema
2018-06-01,standard,Like colonialism was defeated so too will corruption: assures Uhuru | #MadarakaDay218,uhuru
2018-06-01,standard,Maraga: We'll help in war on corruption,maraga
2018-06-02,daily_nation,After NYS war on graft shifts to the 47 counties,nys
2018-06-02,daily_nation,Uhuru Kenyatta reiterates will to lead Kenya against corruption,uhuru
2018-06-02,daily_nation,EACC has been playing minimal role if any in latest graft purge,eacc
2018-06-02,daily_nation,Uhuru likens graft lords to colonialists,uhuru
2018-06-02,standard,Duale: MPs can give agencies more powers in war on graft,"duale, parliament"
2018-06-03,daily_nation,WARIGI: Crank up the war against corruption,warigi
2018-06-03,standard,Uhuru: I've resolved to lead in ridding Kenya of corruption',uhuru
2018-06-03,standard,What ails Uhuru's war on graft obstacles that stand on his way | House of Cards,uhuru
2018-06-04,business_daily,LUESBY: Police a major hindrance to graft war,"luesby, police"
2018-06-04,daily_nation,MP pushes to hand corruption convicts life sentence,parliament
2018-06-04,daily_nation,Nyeri  takes anti-graft war seriously,nyeri  
2018-06-04,daily_nation,WAKIAGA: Time Kenya took permanent and decisive action on graft,wakiaga
2018-06-04,daily_nation,CHERAMBOS: Why lords of graft should pack and run,cherambos
2018-06-05,daily_nation,How MPs plan to slay graft dragon,parliament
2018-06-05,standard,MPs: Sack all CSs involved in corruption,"cabinet, parliament"
2018-06-06,daily_nation,: Uhuru<U+92>s anti-graft sword must cut deep,uhuru
2018-06-06,daily_nation,Graft cases to be pursued vigorously: Maraga,maraga
2018-06-06,daily_nation,KISERO: Economic reform way to go if corruption war is to be won,kisero
2018-06-06,standard,Rasanga sends home workers in graft purge,rasanga
2018-06-07,standard,Sh16b at stake in former CS graft case,kamau
2018-06-07,standard,President Uhuru<U+92>s weakest link in war against graft.,uhuru
2018-06-08,daily_nation,WARUTERE: Kenya needs a new innovative approach to fighting corruption,warutere
2018-06-09,daily_nation,BWIRE: Media plays critical role in war on graft,bwire
2018-06-09,daily_nation,EACC battles to revive graft case against Michael Kamau,"eacc, kamau"
2018-06-09,daily_nation,ONYANGO-OBBO: Little hope of ending graft chat in a WhatsApp group,onyango obbo
2018-06-09,standard,EACC has failed Kenyans in war against corruption,eacc
2018-06-09,standard,Makau MutuaUnless Uhuru defeats graft cartels truce will be for naught,makau
2018-06-09,star,Samburu Governor reshuffles executives in fight against corruption,"samburu, moses lenolkulal"
2018-06-09,star,Set up commission of inquiry to unravel graft cartels <U+96> Mudavadi,mudavadi
2018-06-09,star,Drama as EACC officers arrest Naivasha traffic cops for taking bribes,"eacc, naivasha, traffic police"
2018-06-10,daily_nation,KAGWANJA: Uhuru<U+92>s Cicero moment: Corruption threatens his legacy,"uhuru,  cicero, kagwanja"
2018-06-10,standard,Daisy MaritimUhuru should fight graft on his own terms,"daisy maritim, uhuru"
2018-06-10,standard,Barrack MulukaIt<U+92>s time to question our role in the corruption gravy train,barack muluka
2018-06-10,standard,State of the Nation: The role of the judiciary in dealing with corruption,judiciary
2018-06-10,standard,Police arrest suspected thieves transporting stolen cows in matatu,police
2018-06-10,daily_nation,Marwa remains silent as duo resigns after bribery allegations,marwa
2018-06-11,daily_nation,ODM warns members going soft on graft suspects,odm
2018-06-11,daily_nation,Ruto allies cry foul in Uhuru graft war,"ruto, uhuru"
2018-06-11,standard,Hilarious reactions after Zambian MPs visit Kenya to benchmark on how to fight corruption,"zambia, parliament"
2018-06-12,business_daily,Hunter hunted as NYS graft detective fights to clear name,"nys, julius kingoo, dci"
2018-06-12,daily_nation,Leave petty  out of graft war: DP,ruto
2018-06-13,daily_nation,Maraga: We<U+92>re committed to graft war,maraga
2018-06-13,daily_nation,WANYOIKE: Professionals have duty to tackle corruption enhance integrity,wanyoike
2018-06-13,standard,Haji: EACC DCI cannot probe graft,"haji, eacc, dci"
2018-06-13,daily_nation,Kenyans paid more bribes in 217 compared to 216 - EACC bribery,eacc
2018-06-15,standard,MP suspends CDF staff over corruption claims,"cdf, bondo, gideon ochanda"
2018-06-15,daily_nation,Procurement director arrested over bribery,"tharaka, lawrence mutembei"
2018-06-16,daily_nation,: Uhuru must be more realistic in graft fight,uhuru
2018-06-16,daily_nation,KIPRONO: Right to information key in graft war,kiprono
2018-06-17,daily_nation,Uhuru pulls out all the stops in unprecedented war on graft,uhuru
2018-06-17,daily_nation,OTIENO: What the NYS cases reveal to us about graft,"nys, otieno"
2018-06-17,standard,Family in trouble as KPC graft probe widens,kpc
2018-06-18,daily_nation,GUYO: Wait a minute,guyo
2018-06-18,daily_nation,WEHLIYE: How budget is made a tool of corruption,wehliye
2018-06-19,business_daily,Companies Ex-KCC staff wants MD sacked on graft claims,kcc
2018-06-20,daily_nation,MPs turn heat on EACC in fight on graft,"eacc, parliament"
2018-06-20,daily_nation,ODM reaffirms its backing for renewed fight against graft,odm
2018-06-20,daily_nation,GAITHO: style audit can be Uhuru<U+92>s trump card in corruption war,"uhuru, gaitho"
2018-06-21,standard,Unease in Jubilee as graft war splits UhuRuto allies,"jubilee, uhuru, ruto"
2018-06-22,daily_nation,Lead the war on graft Raila tells DCI,"raila, dci"
2018-06-23,standard,Ken OpaloWill corruption be Kenyatta<U+92>s lasting legacy?,"ken opalo, uhuru"
2018-06-23,standard,houghtonTo win war on graft we must uphold integrity,houghton
2018-06-24,daily_nation,KAGWANJA: China has tamed corruption at home can slay the beast abroad?,"china, kagwanja"
2018-06-24,daily_nation,SANGALE: This is what the word corruption means for little people,sangale
2018-06-24,standard,David OgindeWe must also pursue the givers of graft,david oginde
2018-06-24,standard,Kethi D KilonzoLet's embrace amnesty in war against graft,kethi
2018-06-24,standard,Alexander ChagemaWhy fight against corruption is a facade,alexander chagema
2018-06-24,star,Ojaamong nine others in court on corruption charges,"busia, ojaamong, court"
2018-06-24,star,Expert comment: Uhuru finally leads from the front on corruption,uhuru
2018-06-24,star,Raila: Handshake team will unveil graft report,raila
2018-06-25,business_daily,39 NYS graft suspects fail to meet tough bond terms,nys
2018-06-26,daily_nation,GITAU: Graft in Kenya is at the <U+91>storming<U+92> stage,gitau
2018-06-26,daily_nation,SHAW: Slaying corruption monster will require more than empty threats,shaw
2018-06-26,daily_nation,GAITHO: Opponents of anti-corruption purge must be stopped at once,gaitho
2018-06-28,star,Corruption hampers war on illicit brews in Kisumu,kisumu
2018-06-28,daily_nation,Police accused of demanding bribes in sugar crackdown,police
2018-06-29,standard,Kethi D KilonzoGovernment responsible for rampant corruption,kethi
2018-06-30,daily_nation,FRANCESCHI: On mega corruption the Supreme Court may need to review,"franceschi, supreme court"
2018-06-30,standard,Gideon backs Uhuru graft war,"uhuru, gideon"
2018-07-01,daily_nation,Maraga reaffirms vow to help Uhuru in graft war:,"uhuru, maraga"
2018-07-01,star,Anti-graft officers seize computers files in raid on Wajir Roads offices,"eacc, wajir, roads department"
2018-07-02,daily_nation,CHESOLI: Corruption in Kenya: Are we experiencing the rise of State,chesoli
2018-07-02,daily_nation,KIMEU: The price Kenyans pay for corruption,kimeu
2018-07-02,standard,Former CS fails to take plea at anti-graft court,"kamau, court"
2018-07-03,daily_nation,MCOKWIRI: Understanding the psychology of corruption would help to end,mcokwiri
2018-07-04,star,Kenya Power ex-CEO Ben Chumo to be charged on corruption claims,"kplc, ben chumo"
2018-07-05,standard,Treasury mulls research in fighting graft,treasury
2018-07-05,star,I'm ready to help you fight corruption Kalonzo tells Uhuru,"kalonzo, uhuru"
2018-07-06,daily_nation,Waiguru lauds Uhuru's war on graft,"waiguru, uhuru"
2018-07-07,daily_nation,CHOTO: Corruption will stall Big Four if not tamed now,choto
2018-07-07,standard,Xn IrakiAliens vs corruption: Kenya is still a great country,xn iraki
2018-07-07,standard,David OgindeTo stem graft we must change national culture,david oginde
2018-07-07,standard,Barrack MulukaWhat counts in war on graft is your stand with paymaster,barack muluka
2018-07-08,daily_nation,KAGWANJA: China-Africa summit should prioritise security-corruption nexus,"china, kagwanja, africa"
2018-07-08,daily_nation,WAMBUGU: Employ blockchain technology to stop graft,wambugu
2018-07-09,daily_nation,Don't waver in graft war Uhuru told,uhuru
2018-07-09,star,Haji proves critics wrong with prosecution of graft big fish,haji
2018-07-09,star,Anti-graft agency probes use of Sh4m by Laikipia government,laikipia
2018-07-10,daily_nation,Switzerland to send back graft money,switzerland
2018-07-10,daily_nation,Parliamentary committees on the spot over corruption claims shoddy investigations,parliament
2018-07-12,standard,Alexander ChagemaWe cannot afford to sanitise corruption at this juncture,alexander chagema
2018-07-12,star,City Hall officials company director in court over Sh15m graft,nairobi
2018-07-12,standard,Nairobi: Police boss <U+91>demands<U+92> bribes from juniors,police
2018-07-13,business_daily,WANJALA: How to deal with NGOs<U+92> corruption,wanjala
2018-07-13,star,Raila's men tell off Rift MPs over graft,"raila, rift, parliament"
2018-07-14,star,'Go after big fish on war against graft' Mudavadi tells Uhuru,"mudavadi, uhuru"
2018-07-15,star,Anti-graft headwinds Mau divides Jubilee Discriminated for being dwarf: Your Breakfast Briefing,"mau, jubilee"
2018-07-16,daily_nation,Ben Chumo's SRC nomination questioned as purge of corruption at KPLC intensifies,"ben chumo, src, kplc"
2018-07-16,star,[AUDIO] Alfred Keter vows to campaign against looters graft lords,keter
2018-07-17,standard,MPs: Ruto allies scuttling war on graft,ruto
2018-07-19,star,Ex-Nyandarua governor two officials arraigned in graft case,"nyandarua, waithaka mwangi"
2018-07-19,star,Stop theatrics in graft war Wetang<U+92>ula tells President,wetangula
2018-07-20,daily_nation,Gatundu officer charged with graft,gatundu
2018-07-20,standard,Empty talk won<U+92>t derail graft purge warns Raila,raila
2018-07-20,star,Graft war: EACC recovers Sh352 million averts loss of Sh2 billion,eacc
2018-07-21,business_daily,Swiss lawyer explains involvement in graft suit,switzerland
2018-07-21,standard,Denying Judiciary money will hurt Kenyans and war on graft,judiciary
2018-07-22,daily_nation,MP Alfred Keter lashes out at Deputy President William Ruto over corruption,"keter, ruto"
2018-07-22,daily_nation,MUGWANG<U+92>A: MPs have no moral authority or capacity to probe graft,mugwang
2018-07-22,star,Haji orders probe on missing documents in Sh4.5bn KPLC graft case,"haji, kplc"
2018-07-22,star,Probe loss of Sh5 million CDF cash Katana urges anti-corruption agency,"cdf, katana, eacc"
2018-07-22,star,Savula his two wives deny Sh122m graft charges freed on bail,savula
2018-07-23,standard,Judiciary budget cuts blow to anti-graft war,judiciary
2018-07-23,standard,EACC wants police barred from investigating corruption cases,"eacc, police"
2018-07-24,daily_nation,GAITHO: <U+91>UhuRao<U+92> waken slumbering Building Bridges graft war,"gaitho, uhuru, raila"
2018-07-25,daily_nation,SHAW: The corruption purge has gained speed only needs oiling fuelling,shaw
2018-07-27,daily_nation,ONYANGO-OBBO: The road to heaven in Africa is paved with anti-graft thorns,onyango obbo
2018-07-28,business_daily,Vihiga governor sacks ministers linked to corruption,vihiga
2018-07-29,daily_nation,MWANGI: The anti-graft movie which moral tsar Mutua should ban,"mwangi, mutua"
2018-07-29,star,Mutua finally off the hook as graft charges dropped,mutua
2018-07-29,star,Stolen Sh1m SGR materials found at Naromoru MCA's home,"naromoru, sgr"
2018-07-29,star,Central residents censure MPs Corruption at NCPB Ngiritas' fake NYS firms: Your Breakfast Briefing,"parliament, ncpb, ngirita, nys"
2018-07-29,star,I<U+92>m being fought over my war on graft <U+96> Nyandarua speaker,nyandarua
2018-07-31,daily_nation,Sonko suspends 3 city officials over corruption,sonko
2018-08-01,daily_nation,Muturi summons journalists over House graft claims,"muturi, parliament"
2018-08-03,daily_nation,MWAURA: A prayer for our journalists who report corruption scandals,mwaura
2018-08-03,standard,Makau MutuaTo avert anarchy in 222 truce should tame tribal graft genes,makau
2018-08-04,daily_nation,Muturi praises reporters over bribery expos<e9>,muturi
2018-08-05,daily_nation,WARIGI: Judiciary has a key role to play in the war against corruption,"warigi, judiciary"
2018-08-06,standard,Milimani Courts graft: DCI asks for meeting with Judiciary officials,"milimani courts, dci, judiciary"
2018-08-06,standard,MPs cite House teams for bribery,parliament
2018-08-07,daily_nation,NAIBEI: The elders have failed us in corruption war,naibei
2018-08-09,business_daily,EACC nabs and quizzes Kidero over graft claims,"kidero, eacc"
2018-08-10,daily_nation,Maraga opposes adjournments of graft cases,maraga
2018-08-11,daily_nation,NGWIRI: Lords of corruption finding out there is nowhere to hide,ngwiri
2018-08-11,daily_nation,AG says deportation treaties to help Kenya fight graft,ag
2018-08-11,daily_nation,Franceschi FRANCESCHI: Demolishing the rule of law through confusion and corruption,franceschi
2018-08-11,standard,President Uhuru urges Kenyan youth to lead in the fight against corruption,uhuru
2018-08-11,standard,Bribery claims as MPs rescue Rotich Adan,"rotich, adan"
2018-08-12,business_daily,Swazuri denies Sh221m graft charges -,swazuri
2018-08-12,standard,Raila: Purge on corruption must continue,raila
2018-08-12,standard,Daisy MaritimGraft war should not be one time dramatic event,daisy maritim
2018-08-12,daily_nation,Pokot South MP dismisses claims that MPs received bribes to reject,"pokot south, pkosing, parliament"
2018-08-13,daily_nation,Muturi: Corruption won't be tolerated in Parliament,"parliament, muturi"
2018-08-13,daily_nation,Join me in the war against graft Uhuru urges Kenyans,uhuru
2018-08-13,daily_nation,MUTHONI: Graft lessons we can learn from the Orient,muthoni
2018-08-13,daily_nation,WAMUGUNDA: We must all support the war on graft,wamugunda
2018-08-13,daily_nation,Haji's war on graft pleases Uhuru Raila,"haji, uhuru, raila"
2018-08-13,standard,DP Ruto: War on graft must be won at whatever cost | #TheBigStory,ruto
2018-08-13,standard,Lenku backs Uhuru's war on graft,"uhuru, lenku"
2018-08-13,standard,Uhuru<U+92>s confession signals a new dawn in corruption fight,uhuru
2018-08-13,daily_nation,: Act on bribery claims against rogue MPs,parliament
2018-08-13,daily_nation,MWANGI: 'Handshake cabinet' must be allowed to recoup bribery money,mwangi
2018-08-13,standard,Muturi: We are investigating MPS<U+92> bribery allegations,"muturi, parliament"
2018-08-14,daily_nation,Swazuri out on bail in Sh221m graft case -,swazuri
2018-08-14,daily_nation,GAITHO: Immoral bribe takers must not be allowed to derail graft purge,gaitho
2018-08-14,daily_nation,Franceschi FRANCESCHI: Demolitions in Nairobi are the chaotic result of confusion and corruption,"franceschi, nairobi"
2018-08-14,standard,Detectives go for KRA's graft kings,kra
2018-08-14,standard,Former members of parliament from Meru region met Raila Odinga supporting war on graft,"meru, raila"
2018-08-14,daily_nation,Sugar probe: Woman rep denies bribery claims,"wajir, fatuma gedi "
2018-08-14,standard,Mille Odhiambo: I almost slapped a man for offering me Sh5k bribe in parliament,millie odhiambo
2018-08-15,daily_nation,Alexander Muge: Remembering the Anglican bishop who fought corruption and oppression,alexander muge 
2018-08-15,standard,Raila Kalonzo ask Uhuru to tighten nose on corruption,"raila, kalonzo, uhuru"
2018-08-15,daily_nation,House of bribes: Outrage over bribery allegations to have MPs reject sugar report,parliament
2018-08-16,daily_nation,Atwoli calls for probe into NSSF over graft,"atwoli, nssf"
2018-08-16,daily_nation,WARUTERE: Now Parliament is the weakest link graft war,"parliament, warutere"
2018-08-16,daily_nation,Muguka traders try to bribe Mombasa health committee deputy,"mombasa, health ministry"
2018-08-17,daily_nation,MATHIU: Let corruption not rob us of the freedom Mau Mau fought for,"mau mau, mathiu"
2018-08-17,daily_nation,Raila: Probe MPs in bribery shame,raila
2018-08-17,standard,IEBC assure Baringo residents of credible poll amid bribery claims,"baringo, iebc"
2018-08-18,daily_nation,Court remands 5 in Homa Bay graft case,"homa bay, court"
2018-08-18,standard,Kamotho WaiganjoRebuilding our ethical foundations critical to winning anti-graft war,kamotho waiganjo
2018-08-18,standard,Ken OpaloWe should do more to rid Parliament of graft,"ken opalo, parliament"
2018-08-18,standard,Kipkoech TanuiDon<U+92>t allow political filters a role in graft war,kipkoech tanui
2018-08-18,standard,Governors Muthomi Njuki and Granton Samboja declare support for President Uhuru's fight on graft,"granton samboja, uhuru, muthomi njuki"
