"title","date_posted","deadline","poster","field","location","job_type","industry","minimum_qualification","experience_level","responsibilities","qualifications","benefits","application_method","diff_days"
"Data Officer",2017-05-24,2017-05-29,"I Choose Life Africa Icl","ICT / Computer +","Meru","Full Time","NGO / Non-Profit Associations","Diploma <U+00A0> BA/BSc/HND <U+00A0>","

2 years",NA,NA,NA,"Use the link(s) below to apply on company website.",5
"Client Data Management People Associate",2017-05-23,NA,"One Acre Fund","Administration / Secretarial +Customer Care +","Nairobi","Full Time","NGO / Non-Profit Associations","BA/BSc/HND <U+00A0>",NA,NA,NA,NA,"Interested and qualified? Go to One Acre Fund career website on form.jotformpro.com to apply",NA
"Data Clerk Intern",2017-05-22,NA,"International Potato Center","Graduate Jobs / Internships +ICT / Computer +","Eldoret","Full Time","NGO / Non-Profit Associations","BA/BSc/HND <U+00A0>",NA,NA,NA,NA,"Interested and qualified? Go to International Potato Center career website on recruit.zohopublic.com to apply",NA
"Data Centre Management",2017-05-19,2017-06-02,"Ict Authority","ICT / Computer +","Nairobi","Full Time","ICT / Telecommunication","BA/BSc/HND <U+00A0>","

7 years",NA,NA,NA,"Application is strictly online on<U+00A0>http://recruitment.icta.go.ke",14
"Database Administrator",2017-05-19,2017-06-02,"Ict Authority","ICT / Computer +","Nairobi","Full Time","ICT / Telecommunication","Diploma <U+00A0>","

5 years",NA,NA,NA,"Application is strictly online on<U+00A0>http://recruitment.icta.go.ke",14
"Data Centre Analyst",2017-05-19,2017-06-02,"Ict Authority","ICT / Computer +","Nairobi","Full Time","ICT / Telecommunication","BA/BSc/HND <U+00A0>","

2 years",NA,NA,NA,"Application is strictly online on<U+00A0>http://recruitment.icta.go.ke",14
"Database Analyst",2017-05-19,2017-06-02,"Ict Authority","ICT / Computer +","Nairobi","Full Time","ICT / Telecommunication","BA/BSc/HND <U+00A0>","

2 years","

Assist in administration of GoK database servers

Assist in monitoring and maintaining security and performance needs of databases

Assist in developing database documentation including data standards, procedures, and definitions for a data dictionary

Assist in administration of Government of Kenya database servers

Participate in ensuring the database management system is kept up to date by managing upgrades and patch updates

Assist in database technical support and troubleshooting

Apply supplier patches to the databases and ensure that all databases are at the same version and patch level

Participate in providing ongoing database technical support.

Perform any other duties as may be assigned from time to time.

",NA,NA,"Application is strictly online on<U+00A0>http://recruitment.icta.go.ke",14
"Program Data Management Associate",2017-05-16,2017-05-16,"Evidence Action","NGO/Non-Profit +","Nairobi","Full Time","NGO / Non-Profit Associations","BA/BSc/HND <U+00A0>","

2 years",NA,NA,NA,"Interested and qualified? Go to Evidence Action career website on evidenceaction.bamboohr.com to apply",0
"Data Analyst and Information Use (DDIU) Specialist",2017-05-16,2017-05-28,"Christian Health Association of Kenya","ICT / Computer +","Nairobi","Full Time","NGO / Non-Profit Associations","BA/BSc/HND <U+00A0> MBA/MSc/MA <U+00A0>","

3 years","

Promote Data Demand and Information Use culture within CHAP Uzima;

Lead efforts to obtain, analyses and visualize data in ways that meet the information needs<U+00A0>of targeted data users CHAP Uzima, health facilities , donor as well as MOH;

Continuously use data for quality improvement;

Routinely review data for use to improve service delivery and clinical/public health decision<U+00A0>support.

Increase the use of gender and age-disaggregated data in particular, and inferential<U+00A0>statistics in general for evidence-informed management of the program.

Inculcate a culture of data demand and use, including the provision of routine high-level<U+00A0>statistical analyses.

Drive the performance dashboard review forums within CHAP Uzima, regional teams, and<U+00A0>implementing facilities;

Assist implementing facilities and regional teams to take ownership of their data and to<U+00A0>analyze, share and use their data to drive decisions and quality improvement initiatives in<U+00A0>all program areas;

Work with CHAP technical team and facility level teams to institutionalize DDIU tools,<U+00A0>training curricula and approaches;

Work across results areas to incorporate data use activities at project, management,<U+00A0>facility/services, and community/advocacy levels.

Ensure DDIU Trend analysis are routinely / quarterly disseminated and encourage use of<U+00A0>them at both central, regional and health facilities<U+0092> levels;

Train CHAP Uzima TA team and implementing sites staff in DDIU basic trend analysis<U+00A0>/updating trends;

Synthesize reports of progress against the Log Frame indicators and targets;

Lead routine analysis of program data in preparation for data summaries for research<U+00A0>abstracts and manuscripts.

Co-design supportive supervision visit guidelines for the use of program data in decision<U+00A0>making and build capacity of others to coach in data use promotion;

Co-develop and conduct a regional rapid assessment of the organizational, technical and<U+00A0>behavioral factors that affect decision making and building evidence on what works and<U+00A0>what doesn<U+0092>t when building and strengthening program information utilization;

Review and propose additions /edits to existing data collection training materials and<U+00A0>guidelines for data management and use;

Coordinate and support program-led DDIU capacity building efforts;

Engage with other implementing partners in regional capacity building efforts;

Provide updates to the CHAP Uzima team on work progress and contribute to activity<U+00A0>reporting and success stories as needed;

Provide regular feedback to senior technical managers, program and technical staff, on<U+00A0>successes, challenges and lessons learned in implementation related to areas of technical<U+00A0>expertise.

Author and co-author abstracts and presentations for journals and conferences.

Any other duties as may be assigned.

",NA,NA,"Applications together with CVs, contacts of 2 referees and copies of relevant academic and professional certificates should be sent by Email or mail to the contact below. The deadline for receiving all applications is May 28, 2017. <U+00A0> Responses will be provided to shortlisted candidates only.",12
"Statistician",2017-05-15,NA,"Palapina Airflo Limited","Finance / Accounting / Audit +","Nairobi","Full Time","Logistics and Transportation","BA/BSc/HND <U+00A0>","

3 years",NA,NA,NA,"Interested and qualified? Go to Palapina Airflo Limited career website on talentboard.co.ke to apply",NA
"Vital Statistics - Experts",2017-05-12,2017-06-30,"International Development Research","NGO/Non-Profit +","Nairobi","Full Time","NGO / Non-Profit Associations","MBA/MSc/MA <U+00A0>","

3 - 5 years",NA,NA,NA,"Use the link(s) below to apply on company website.",49
"Data Officer",2017-05-12,2017-05-17,"Deutsche Stiftung Weltbevoelkerun","ICT / Computer +","Nairobi","Full Time","NGO / Non-Profit Associations","BA/BSc/HND <U+00A0>","

3 years",NA,NA,NA,"DSW is an equal opportunity employer and seeks to employ and assign the best qualified personnel regardless of race, colour, religion, gender, marital status, age, national origin, physical or mental disability or sexual orientation.",5
"Data Migrition - Technical Analyst",2017-05-05,NA,"Cloudstream Global","ICT / Computer +","Nairobi","Full Time","Consulting","BA/BSc/HND <U+00A0>",NA,NA,NA,NA,"Interested and qualified? Go to CloudStream Global career website on www.linkedin.com to apply",NA
"Enumerator - Data Collection Officer",2017-05-04,2017-05-19,"Geoappsmith","ICT / Computer +","Nairobi","Full Time","Consulting","BA/BSc/HND <U+00A0>",NA,NA,NA,NA,"Send your Cover Letter and detailed CV to contact@geoappsmith.com marking the subject as <U+0093>Enumerator<U+0094>. Deadline for receiving applications: Friday, 19th, May 2017.",15
"Data Analyst",2017-05-04,NA,"Twaweza","ICT / Computer +","Nairobi","Full Time","NGO / Non-Profit Associations","PhD/Fellowship <U+00A0>","

10 years",NA,NA,NA,"To apply for this position, please submit your CV (max 4 pages) to jobs@twaweza.org , including a cover letter explaining your interests/motivations to work for Twaweza, and 2 samples of your written work and names of 3 referees, in MS Word or PDF file. In the subject of your email write your name and the position you are applying for",NA
"Database Administrator",2017-04-26,2017-05-16,"Meru University of Science and Technology","ICT / Computer +","Meru","Full Time","Education / Teaching / Information","BA/BSc/HND <U+00A0>","

2 years",NA,NA,NA,"Applicants should submit two (2) copies of applications together with a detailed curriculum vitae (detailing academic qualifications, professional experience, e-mail and telephone contacts), copies of certificates and other testimonials. They should also provide names, telephone numbers, contact addresses and e-mail addresses of three (3) referees.",20
"Research Associate <U+0096> Statistical Services and Data Visualization",2017-04-26,2017-05-26,"Kenya Education Network Kenet","Consultancy +","Nairobi","Full Time","Government","MBA/MSc/MA <U+00A0> PhD/Fellowship <U+00A0>",NA,NA,NA,NA,"Interested and qualified persons should visit the KENET recruitment portal link below.",30
"GIS Data Collectors",2017-04-25,2017-05-05,"Orbital Africa","ICT / Computer +","Nairobi","Full Time","ICT / Telecommunication","Diploma <U+00A0> BA/BSc/HND <U+00A0>","

2 years",NA,"

A Degree or Diploma in GIS/Geoinformatics/Mapping or Surveying with at least 2 years<U+0092> experience.

Skills in mobile mapping and data collection using GPS enabled smartphones and GIS apps.

Demonstrate proficiency in web mapping using ArcGIS online, Portal for ArcGIS, Geoserver & MapServer.

Demonstrate excellent field data collection and mapping skills.

Must be assertive, innovative with high level of creativity and must be good communicator.

Astute decision maker and ability to work overtime and under tight time schedules.

Proficiency in SPSS or any statistical package; MS office suite (especially word, excel and access).

The candidate MUST possess an android v.6.0 and above enabled smartphone for the exercise.

",NA,"If you are interested and you have the skills that we are looking for, then we would like to hear from you.",10
"Senior Technical Officer, Data & Management Information System",2017-04-24,NA,"Fhi360 Ngo","NGO/Non-Profit +","Nairobi","Full Time","NGO / Non-Profit Associations","BA/BSc/HND <U+00A0> MBA/MSc/MA <U+00A0>","

5 - 7 years",NA,"



Experience in setting up and managing databases and management information systems including the use of EMR.





Experience in building the capacity of partners in data management.





Experience in data analysis and presenting statistical reports.





Experience in conceptualizing and developing mHealth solutions is an added advantage





Ability to maintain data security and data quality systems.





Working knowledge of USAID/PEPFAR/GOK data requirements and information systems including DATIM and OLMIS.





Good planning and organizational skills.





Tact and diplomacy in dealing with implementing partners.



",NA,"Use the link(s) below to apply on company website.",NA
"Data Integration Engineer",2017-04-24,NA,"Tezza Business Solutions Ltd","ICT / Computer +","Nairobi","Full Time","ICT / Telecommunication","BA/BSc/HND <U+00A0>","

7 years",NA,NA,NA,"Interested and qualified? Go to Tezza Business Solutions Ltd career website on tezzasolutions.catsone.com to apply",NA
"Data Management Assistant",2017-04-22,NA,"Fhi360 Ngo","ICT / Computer +","Nairobi","Full Time","NGO / Non-Profit Associations","Diploma <U+00A0>","

1 year",NA,NA,NA,"Interested and qualified? Go to FHI360 NGO career website on jobs-fhi360.icims.com to apply",NA
"Big Data and Analytics CoPrime Sales Executive",2017-04-18,NA,"Oracle","ICT / Computer +","Nairobi","Full Time","ICT / Telecommunication","MBA/MSc/MA <U+00A0>","

10 years",NA,NA,NA,"Interested and qualified? Go to Oracle career website on www.linkedin.com to apply",NA
"ICT Officer II <U+0096> Database Administrator",2017-04-18,2017-04-25,"Kenya National Examinations Council","ICT / Computer +","Nairobi","Full Time","Government","BA/BSc/HND <U+00A0>","

3 years",NA,NA,NA,"Interested and suitably qualified candidates should forward their applications enclosing certified copies of their academic and professional certificates, detailed curriculum vitae giving details of day time telephone contact, e-mail addresses, current remuneration (enclose copy of your latest pay slip), names and valid current contacts of two referees on or before April 25, 2017 to:",7
"Associate, Program Data Management",2017-04-10,NA,"Evidence Action","NGO/Non-Profit +","Nairobi","Full Time","NGO / Non-Profit Associations","BA/BSc/HND <U+00A0>","

2 years",NA,NA,NA,"If you meet the qualification send your cover letter and c.v on or before 10/04/2017 to<U+00A0>winnie@royalproperties.co.ke",NA
"Data Scientist",2017-04-07,2017-04-13,"Cooperative Bank of Kenya","ICT / Computer +","Nairobi","Full Time","Banking / Financial Services","BA/BSc/HND <U+00A0>","

3 - 5 years",NA,NA,NA,"If you are confident that you fit the role and person profile and you are keen to add value to your career then please forward your application enclosing detailed Curriculum Vitae to jobs@co-opbank.co.ke indicating the job reference number DS/SSD/2017 by 13th April, 2017.",6
"Planning and Statistics Officer",2017-04-07,2017-04-21,"Uasin Gishu County","Administration / Secretarial +","Nairobi","Full Time","Government","BA/BSc/HND <U+00A0>",NA,NA,NA,NA,"Use the link(s) below to apply on company website.",14
"Associate Director, Epidemiology and Biostatistics",2017-04-07,NA,"International Aids Vaccine Initia","Medical / Health +","Nairobi","Full Time","NGO / Non-Profit Associations","MBA/MSc/MA <U+00A0> PhD/Fellowship <U+00A0>","

2 years",NA,NA,NA,"Use the link(s) below to apply on company website.",NA
"Temporary Data Integrity Supervisor",2017-04-07,NA,"Church World Service","ICT / Computer +","Nairobi","Full Time","Religious","BA/BSc/HND <U+00A0>","

4 years",NA,"

Advanced knowledge in TRANSACT SQL required



Queries, stored procedures, views and functions





Microsoft SQL Server database design required

Knowledge and Experience using Microsoft Visual Studio 2008 in the context of SQL Server Reporting Services.

Advanced computer knowledge, specifically with MS Outlook, MS Excel or other statistical analysis programs required.

Knowledge of US refugee resettlement and working experience with the WRAPS database a must.

Experience using Tableau Data Visualization Software a plus.

",NA,"Use the link(s) below to apply on company website.",NA
"Project Assistant Data Analyst",2017-04-06,2017-04-10,"National Industrial Training Authority","Project Management +","Nairobi","Full Time","Government","Diploma <U+00A0> BA/BSc/HND <U+00A0>","

3 years",NA,NA,NA,"Those who meet the requirements as detailed in the TORs available on our website www.nita.go.ke are invited to express their interest in providing these services.A Consultant will be selected in accordance with Individual Consultants Selection Method (ICS) set out in the Consultants Guidelines.Further information can be obtained at the address below during office hours i.e. 09.00 a.m. to 5.00 p.m. or by emailing nitakyeop@nita.go.keApplications accompanied with detailed CVs and copies of relevant documents and testimonials should be submitted in a plain sealed envelope clearly marked with contract reference number and title of the consultancy in two sets and addressed to;The Director GeneralNational Industrial Training AuthorityP.O. Box 74494-00200Nairobi, Kenya.The applications should be deposited in the Tender Box situated on the First floor of the main Administration Block B at the reception so as to be received on or before 10th April, 2017 at 10:00am.DIRECTOR GENERAL",4
"Data Management & Open Access Officer",2017-04-05,2017-04-11,"International Potato Center","ICT / Computer +","Nairobi","Full Time","NGO / Non-Profit Associations","MBA/MSc/MA <U+00A0>","

3 years",NA,NA,NA,"Use the link(s) below to apply on company website.",6
"RTP Data Clerk - Makueni County",2017-04-04,NA,"Aids Healthcare Foundation Ahf","Administration / Secretarial +","Nairobi","Full Time","NGO / Non-Profit Associations","Diploma <U+00A0>","

3 years","

Ensure that all HIV Counseling and Testing related data is entered into the electronic data base and registers in a timely and accurate manner.

Ensures that all data entered into the electronic data base is regularly cleaned to remove all errors before utilization in analysis and generation of reports.

Liaise with the data manager to fix all inconsistencies/errors identified in the data

Monitor performance of the data capture applications and immediately report mal functions to the data manager to trouble shoot.

Ensure that data is kept confidential at all times including the data entry room.

Regularly validate data received vs data entered to facilitate reconciliation with the HIV testing commodities consumption. This will entail physical counts.

Generate reports as requested by the data manager to inform programmatic performance on a regular basis.

Ensure that all entered hard copy data are properly labeled and archived/stored in a systematic manner to facilitate easy retrieval when necessary.

Document and report all incidents arising to the data manager immediately for appropriate action to be taken.

Any other duties may be assigned.

","

Diploma in Health Records or statistics from a recognised institution

Proficiency in computer packages for generating and analysing reports

Minimum of 3 years working experience in an NGO environment or Hospital setting

Familiar with the experience in NASCOP/MOH reporting requirements and data collection tools

Should have exceptional knowledge in use of applications like MS Word, MS Excel, MS Access and Internet Explorer with some computer troubleshooting skills

",NA,"Interested and qualified? Go to AIDS Healthcare Foundation (AHF) career website on careers-aidshealth.icims.com to apply",NA
"Database Specialist, Global Monitoring, Evaluation and Learning",2017-04-03,NA,"Land O Lakes","ICT / Computer +","Nairobi","Full Time","NGO / Non-Profit Associations","BA/BSc/HND <U+00A0>","

3 years",NA,NA,NA,"Interested and qualified? Go to Land O Lakes career website on lol.avature.net to apply",NA
"Data Clerk",2017-04-03,2017-04-11,"Ananda Marga Universal Relief Team","ICT / Computer +","Mombasa","Full Time","NGO / Non-Profit Associations","Diploma <U+00A0>","

2 years","

Transfer data from paper formats into computer files or database systems using keyboards,

Type in data provided directly from project sites

Create spreadsheets with large numbers of figures without mistakes Familiarity and experience with OLMIS system in OVC programming is a plus.

Update existing data

Retrieve data from the database or electronic files as requested

Perform regular backups to ensure data preservation

Sort and organize paperwork after entering data to ensure it is not lost

Verifying and keying in data in OLMIS system<U+00A0>

","

Diploma in business administration or related field

Proven experience as data entry clerk at least for 2 years

Data entry experience in a NGO project would be an added advantage.

Fast typing skills; Knowledge of touch<U+00A0>typing system is strongly preferred

Excellent knowledge of word processing tools and spreadsheets (MS Office Word, Excel etc.)

Working knowledge of office equipment and computer hardware and peripheral devices

Basic understanding of databases

Good command of English both oral and written and customer service skills

Great attention to detail

Positive attitude & an open mind

Familiarity and experience with OLMIS system in OVC programming is a plus.

",NA,"All applicants should urgently email a letter of application, CV, certificates and relevant testimonials to jobs@amurtafrica.org by 11 April 2017 indicating current and expected Salary. Candidates should clearly indicate the position applied for and its Reference number as the email subject. Only short listed candidates will be contacted. Canvassing will result to automatic disqualification",8
"Manager-Data Learning",2017-03-31,NA,"Evidence Action","ICT / Computer +","Nairobi","Full Time","NGO / Non-Profit Associations","BA/BSc/HND <U+00A0> MBA/MSc/MA <U+00A0>","

2 years",NA,"

Excellent report writing skills, coupled with ability to use infographics to tell data findings, trends, insights and stories <U+0096> to both data savvy and non-data savvy audience.

Extensive knowledge of data visualization and presentation software

Bachelor<U+0092>s degree (Master<U+0092>s preferred) in economics, statistics or related social sciences

A minimum of 2 years of experience including 2+ managing a team of researchers/analysts

Basic familiarity with a range of data processing, statistical, and geospatial software packages

Interest in applying research, evidence and data-driven decision making to large-scale Programs with an appreciation for practical and logistical constraints

Strong interpersonal and communications skills to work effectively with a team that is geographically dispersed

Ability to think strategically and critically, and to bring imagination to solving problems with substantial complexity and ambiguity

",NA,"Use the link(s) below to apply on company website.",NA
"Data Scientist",2017-03-31,2017-04-11,"Cooperative Bank of Kenya","ICT / Computer +","Nairobi","Full Time","Banking / Financial Services","BA/BSc/HND <U+00A0>","

3 - 5 years",NA,NA,NA,"If you are confident that you fit the role and person profile and you are keen to add value to your career then please forward your application letter enclosing detailed Curriculum Vitae to jobs@co-opbank.co.ke indicating the job reference number LO/2/CS/2017 by 11th April, 2017.",11
"Data Entry Clerk",2017-03-30,NA,"Alternate Doors","Administration / Secretarial +","Nairobi","Full Time","Consulting","Diploma <U+00A0>",NA,NA,NA,NA,"Use the link(s) below to apply on company website.",NA
"Shopper & Customer Marketing Specialist <U+0096> Promotions & Data",2017-03-29,NA,"Armada Human Capital","Customer Care +Sales / Marketing +","Nairobi","Full Time","Consulting","BA/BSc/HND <U+00A0>","

3 - 5 years",NA,NA,NA,"Interested and qualified? Go to Armada Human Capital career website on app.jobvite.com to apply",NA
"Data Analytics Director",2017-03-29,2017-04-07,"Palladium International","ICT / Computer +","Nairobi","Full Time","Consulting","MBA/MSc/MA <U+00A0>","

5 - 8 years","

Collaborate with MOH national program leaders in determining sector priorities for data analytics and program monitoring and evaluation and ensure that the HIGDA workplans are aligned to user information needs.

Support MOH organizational capacity development for data analysis, dissemination and use of health data by using and improving national HMIS processes and systems to foster a shift from retroactive analytics to a mature, real-time data analytics model providing prescriptive and predictive analytics to decision makers in a useful easily understandable format

Work with MOH to develop a knowledge gateway to extend the DHIS2, Health Observatory, Situation Room, Health Data Warehouse and other available analytics platforms. The gateway will promote peer-to-peer learning and share best practices in HIS policies, standards, and guidelines implementation.

Promoting knowledge sharing through various channels including print and electronic media and knowledge sharing portals to disseminate analytics results.

Take leadership in designing, implementing, and maintaining the use of GIS analytics.

Supervision of DDIU and GIS specialists and M and E advisor.

Ensure provision of support to MOH departments and programs and lead stakeholder discussions on comparisons and adoption of various data analytic products.

Enhancements to organizational capacity for analysis to share dashboards, new platform features evolvement, peer-to-peer county information sharing facilitated via the HIGDA visualization platform and forums.

Strengthening or establishing measurement and accountability review structures at the national and county level.

Enabling routine reviews through shared dashboards to include routine site visit M&E metrics and bi-annual independent institutional reviews assessment reports to inform remediation.

Oversee HIGDA analytical team and activities.

Other duties as assigned.

<U+00A0>



","

Masters Level of Education in related field, e.g. MBA, MPH or MSc (Informatics/ Biostatistics/ Biometry/ Epidemiology)

8+ years? experience in relevant leadership position (USG projects preferred)

5+ years? experience working directly with MOH at the national and county level preferably in health information systems strengthening

Post graduate professional qualification in project management and planning

Appropriate technical and software skills necessary to conduct, analysis of study data, such as STATA, SPSS, or equivalent.

Familiarity with GIS and spatial analysis.

Demonstrated experience working with key Kenyan health information systems.

Strong written and oral communication skills for high-level policy audiences (writing examples may be required).

Excellent coordination, and information management skills.

The ability to work well under pressure and skilled in change management, crisis management, and problem solving.

Demonstrated ability to manage cohesive team and proven record in effectively managing multidisciplinary partnerships.

Demonstrated leadership, ethics, and sound judgement, both independently and as part of a team.

Experience with working with monitoring and evaluation systems.

Demonstrated knowledge of strategic planning methodology and documentation processes.

Ability to develop and maintain relationships with users and various stakeholders (local and international); developed cultural awareness and innovation sense.

Fluency in written and spoken English and Swahili.

",NA,"Interested and qualified? Go to Palladium International career website on thepalladiumgroup.com to apply",9
"Data Analyst",2017-03-24,NA,"Komaza Kenya","ICT / Computer +","Nairobi","Full Time","Agriculture / Agro-Allied","BA/BSc/HND <U+00A0>","

2 - 5 years",NA,NA,NA,NA,NA
"Communication & Database Manager",2017-03-24,2017-04-05,"Centre for Human Rights and Policy","Media / Advertising / Branding +","Nairobi","Full Time","NGO / Non-Profit Associations","BA/BSc/HND <U+00A0>",NA,NA,NA,NA,"Applicants will be required to submit the following on order to be considered:",12
"Senior Monitoring and Evaluation Officer <U+0096> Data Analysis",2017-03-23,2017-04-05,"Centre for Health Solutions","Administration / Secretarial +","Nairobi","Full Time","NGO / Non-Profit Associations","MBA/MSc/MA <U+00A0>","

5 years","

Advanced Statistics Degree (minimum Master<U+0092>s) in Statistics, Mathematics or Epidemiology

At least five years experience in analysis of Public health data preferably HIV/AIDS, TB, maternal and reproductive health data

Strong data analysis skills including knowledge of statistical software such as SPSS, SAS or STATA

Ability to model and interpret data

Experience and application of DHIS2, EMR and DATIM reporting system.

Good writing and communication skills

Advanced skills in graphic presentation of data

",NA,NA,"Interested applicants are invited to email their applications and detailed CV with contact details of three referees to vacancies@chskenya.org clearly indicating the reference number and position title in the subject line by 5.00PM Wednesday, April 5, 2017.",13
"Data Manager",2017-03-23,2017-04-05,"Centre for Health Solutions","ICT / Computer +","Nairobi","Full Time","NGO / Non-Profit Associations","BA/BSc/HND <U+00A0>","

5 years","

Bachelor<U+0092>s degree or equivalent in computer studies, statistics, epidemiology or mathematics

At least five years relevant experience and advance skills in Ms Access application development and programming skills; EpiInfo, SPSS; Data quality assurance; Ms Office

Familiarity with database management system and principles

Familiarity with data coding of SOP and coding dictionaries

Excellent data management and computer programming skills using Visual Basic/SQL

Working knowledge of DATIM and PEPFAR reporting systems

Ability to work effectively in a busy, high pressure team environment

",NA,NA,"Interested applicants are invited to email their applications and detailed CV with contact details of three referees to vacancies@chskenya.org clearly indicating the reference number and position title in the subject line by 5.00PM Wednesday, April 5, 2017.",13
"Monitoring and Evaluation/Data Manager",2017-03-23,2017-04-05,"Centre for Health Solutions","Administration / Secretarial +ICT / Computer +","Nairobi","Full Time","NGO / Non-Profit Associations","BA/BSc/HND <U+00A0>","

5 years","

Preferably at least five years of professional experience in data management of health projects

Demonstrable experience in serving a similar scope in a local or similar setting

A Bachelor<U+0092>s degree in a relevant field such as Statistics or Health Informatics. A Master<U+0092>s degree is highly preferred

Proficiency in working with statistical packages such Epi Info, STATA, SPSS etc.

Demonstrated experience in developing and designing databases is required

Highly motivated, willing to learn, good team work, and able to work under high pressure and within limited time frames

The position may require local travel.

",NA,NA,"Interested applicants are invited to email their applications and detailed CV with contact details of three referees to vacancies@chskenya.org clearly indicating the reference number and position title in the subject line by 5.00PM Wednesday, April 5, 2017.",13
"Data Analyst",2017-03-20,2017-04-16,"Komaza Kenya","ICT / Computer +","Nairobi","Full Time","Agriculture / Agro-Allied","BA/BSc/HND <U+00A0>","

2 - 5 years",NA,NA,NA,"Use the link(s) below to apply on company website.",27
"Data Officer",2017-03-20,2017-04-16,"Komaza Kenya","ICT / Computer +","Nairobi","Full Time","Agriculture / Agro-Allied","BA/BSc/HND <U+00A0>",NA,NA,NA,NA,"Use the link(s) below to apply on company website.",27
"Database Manager",2017-03-20,2017-04-16,"Komaza Kenya","ICT / Computer +","Nairobi","Full Time","Agriculture / Agro-Allied","BA/BSc/HND <U+00A0>","

2 - 5 years",NA,NA,NA,"Use the link(s) below to apply on company website.",27
"Information Management and Data Analysis Support Officer",2017-03-14,NA,"Food and Agriculture Organization","ICT / Computer +","Nairobi","Full Time","NGO / Non-Profit Associations","MBA/MSc/MA <U+00A0>","

4 years",NA,NA,NA,"Candidates are requested to submit their application by email to vacancy-kenya@fao.org quoting the position title and vacancy announcement number.",NA
"Data Demand & Information Use Advisor",2017-03-10,2017-03-24,"Kenya Conference of Catholic","ICT / Computer +","Nairobi","Full Time","Professional / Social Associations","MBA/MSc/MA <U+00A0>","

3 years",NA,NA,NA,"Applications should be addressed to:-",14
"Consultant to develop an integrated online (web-enabled) data collection platform",2017-03-10,2017-03-15,"Adventist Development and Relief","ICT / Computer +","Nairobi","Full Time","NGO / Non-Profit Associations","BA/BSc/HND <U+00A0>",NA,NA,"

Filter Jobs





County | Search by region instead









- Select County -









Baringo

Bomet

Bungoma

Busia

Chuka

Eldoret

Elgeyo Marakwet

Embu

Garissa

Homa Bay

Isiolo

Kajiado

Kakamega

Karatina

Kericho

Kerugoya

Kiambu

Kilifi

Kirinyaga

Kisii

Kisumu

Kitale

Kitengela

Kitui

Kwale

Laikipia

Lamu

Machakos

Makueni

Mandera

Marsabit

Meru

Migori

Mombasa

Muranga

Nairobi

Nakuru

Nandi

Nanyuki

Narok

Nyamira

Nyandarua

Nyeri

Samburu

Siaya

Taita Taveta

Tana River

Tharaka Nithi

Thika

Trans Nzoia

Turkana

Uasin Gishu

Vihiga

Wajir











- Select Region -





Field









- Select Field -









Administration / Secretarial

Agriculture/Agro-Allied

Art / Crafts / Languages

Aviation / Airline

Banking

Building and Construction

Catering / Confectionery

Consultancy

Customer Care

Education / Teaching

Engineering / Technical

Finance / Accounting / Audit

General

Graduate Jobs / Internships

Hospitality / Hotel / Restaurant

Human Resources / HR

ICT / Computer

Insurance

Janitorial Services

Law / Legal

Logistics

Manufacturing

Media / Advertising / Branding

Medical / Health

MyJobMag

NGO/Non-Profit

Oil and Gas / Energy

Pharmaceutical

Procurement / Store-keeping / Supply Chain

Project Management

Real Estate

Research / Data Analysis

Safety and Environment / HSE

Sales / Marketing

Security / Intelligence

Transportation and Driving

Travels &amp; Tours





Industry









- Select Industry -









Advertising / Branding / PR

Agriculture / Agro-Allied

Aviation / Airline

Banking / Financial Services

Building / Construction

Consulting

Creative / Arts

Education / Teaching / Information

Engineering / Technical

Food Services

General

Government

Healthcare / Medical

Hospitality

ICT / Telecommunication

Insurance / Investments

Internet / E-commerce

Janitorial Services / Environment

Law / Legal

Logistics and Transportation

Manufacturing / Production / FMCG

Media / Radio / TV

NGO / Non-Profit Associations

Oil and Gas / Marine

Pharmaceuticals

Power / Energy

Professional / Social Associations

Real Estate

Religious

Research

Sales / Marketing / Retail

Science

Security

Travel and Tours





Education









- Select Education -









First School Leaving Certificate (FSLC)

KCSE

NCE

Diploma

BA/BSc/HND

MBA/MSc/MA

PhD/Fellowship

Vocational

Others





Experience





- Select Experience -

1 - 4 years

5 - 10 years

11 - 35 years







Also include jobs without defined experience



Job Title













",NA,"For the full Terms of Reference (TOR) please visit ADRA Somalia website www.adrasom.org. Interested persons should send a technical and financial proposal to hr@adrasom.org by 15th March 2017. Only shortlisted candidates will be contacted",5
"Data Manager",2017-03-08,2017-03-28,"International Business Technical Consultants","ICT / Computer +","Nairobi","Full Time","Consulting","BA/BSc/HND <U+00A0> MBA/MSc/MA <U+00A0>","

7 years","

Develop electronic database for quality data collection to ensure adequacy, accuracy and legitimacy of data.

Assist the Team Leader with reports and data extraction when needed

Train data collectors on mobile cell phone/ tablet <U+0096>based data collection and management.

","

Must have at least seven years<U+0092> progressive experience working in Kenya and/or other developing country contexts;

Must have excellent qualitative and quantitative analysis skills;

Previous working experience of a USG health program activities in Kenya, particularly in HIV, FP/MNCH, WASH and OVC programs;

Excellent verbal and written skills as well good organizational and team skills;

Experience using MOH reporting tools;

Experience with Ms. Office packages. Working knowledge of Ms Access is highly desired;

Previous experience designing databases and using handheld (android-platform) devices;

Experience in household survey;

Demonstrated experience using statistical analysis software such as SPSS, STATA, R or SAS;

High level of accuracy and attention to detail.

",NA,"Use the link(s) below to apply on company website.",20
